product_id,product_name,product_price,reviews,created_by,environmental impact,labor rights,animal welfare,corporate governance,sentiment,sentiment_score,category
BE101170,Beauty Probably 1170,853.46,Helped improve my skin glow. | Moisturizes well and feels refreshing. | Very affordable and effective product. | Too oily and sticky after use. | Caused irritation on my skin. | Fragrance is long-lasting and pleasant. | Texture is smooth and easy to apply. | Bottle design is very convenient. | Not suitable for sensitive skin. | Perfect for daily skincare routine.,Sullivan-Smith,71,97,40,39,positive,92,Beauty
BE101171,Beauty Expert 1171,330.77,"Too oily and sticky after use. | Helped improve my skin glow. | Not suitable for sensitive skin. | Very affordable and effective product. | Doesn’t last long, fades quickly. | Caused irritation on my skin. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant.","Fleming, Lane and Moreno",28,93,80,32,neutral,66,Beauty
BE101172,Beauty Case 1172,624.44,"Caused breakouts after a week. | Bottle design is very convenient. | Very affordable and effective product. | Doesn’t last long, fades quickly. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Too oily and sticky after use. | Caused irritation on my skin. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing.",Snyder-Ward,83,67,93,82,negative,36,Beauty
BE101173,Beauty Member 1173,962.61,"Moisturizes well and feels refreshing. | Helped improve my skin glow. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Caused breakouts after a week. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Bottle design is very convenient. | Not suitable for sensitive skin. | Very affordable and effective product. | Too oily and sticky after use. | Caused irritation on my skin.","Shah, Peterson and Hughes",49,91,99,63,positive,73,Beauty
BE101174,Beauty Law 1174,778.3,"Caused breakouts after a week. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Very affordable and effective product. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Helped improve my skin glow. | Caused irritation on my skin. | Doesn’t last long, fades quickly. | Not suitable for sensitive skin.",Preston-Thomas,27,50,94,43,neutral,67,Beauty
BE101175,Beauty Morning 1175,155.89,"Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Not suitable for sensitive skin. | Too oily and sticky after use. | Helped improve my skin glow. | Texture is smooth and easy to apply. | Caused breakouts after a week. | Doesn’t last long, fades quickly. | Very affordable and effective product. | Bottle design is very convenient.","Moody, Coleman and Peters",24,53,48,22,negative,27,Beauty
BE101176,Beauty Southern 1176,106.05,"Not suitable for sensitive skin. | Perfect for daily skincare routine. | Too oily and sticky after use. | Caused irritation on my skin. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Very affordable and effective product. | Helped improve my skin glow.",Smith-Baker,95,26,44,29,positive,94,Beauty
BE101177,Beauty Put 1177,954.16,Moisturizes well and feels refreshing. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Very affordable and effective product. | Helped improve my skin glow. | Too oily and sticky after use. | Texture is smooth and easy to apply. | Caused breakouts after a week. | Caused irritation on my skin. | Bottle design is very convenient. | Not suitable for sensitive skin.,Williams and Sons,82,26,77,84,neutral,56,Beauty
BE101178,Beauty Meet 1178,940.31,"Caused irritation on my skin. | Perfect for daily skincare routine. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Not suitable for sensitive skin. | Caused breakouts after a week. | Helped improve my skin glow. | Very affordable and effective product. | Too oily and sticky after use. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing. | Doesn’t last long, fades quickly.",Salas and Sons,20,66,33,68,negative,36,Beauty
BE101179,Beauty Information 1179,604.11,"Doesn’t last long, fades quickly. | Texture is smooth and easy to apply. | Not suitable for sensitive skin. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Bottle design is very convenient. | Caused breakouts after a week. | Helped improve my skin glow. | Caused irritation on my skin. | Too oily and sticky after use. | Very affordable and effective product.",Evans Inc,34,27,97,77,positive,81,Beauty
BE101180,Beauty Left 1180,278.09,"Caused irritation on my skin. | Bottle design is very convenient. | Moisturizes well and feels refreshing. | Not suitable for sensitive skin. | Too oily and sticky after use. | Fragrance is long-lasting and pleasant. | Caused breakouts after a week. | Very affordable and effective product. | Perfect for daily skincare routine. | Texture is smooth and easy to apply. | Helped improve my skin glow. | Doesn’t last long, fades quickly.",Miller LLC,57,97,85,96,neutral,47,Beauty
BE101181,Beauty Large 1181,50.08,"Very affordable and effective product. | Doesn’t last long, fades quickly. | Bottle design is very convenient. | Moisturizes well and feels refreshing. | Too oily and sticky after use. | Caused irritation on my skin. | Texture is smooth and easy to apply. | Helped improve my skin glow. | Not suitable for sensitive skin. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Caused breakouts after a week.",Sanchez and Sons,61,20,73,97,negative,27,Beauty
BE101182,Beauty Yes 1182,124.93,"Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant. | Not suitable for sensitive skin. | Caused irritation on my skin. | Too oily and sticky after use. | Doesn’t last long, fades quickly. | Helped improve my skin glow. | Very affordable and effective product. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Caused breakouts after a week. | Bottle design is very convenient.",Crawford-Valdez,65,96,96,21,positive,97,Beauty
BE101183,Beauty Herself 1183,349.24,"Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Very affordable and effective product. | Doesn’t last long, fades quickly. | Caused breakouts after a week. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Helped improve my skin glow. | Caused irritation on my skin.","Farmer, Ortega and Davis",72,22,86,85,neutral,41,Beauty
BE101184,Beauty Clear 1184,459.27,"Caused breakouts after a week. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Helped improve my skin glow. | Not suitable for sensitive skin. | Perfect for daily skincare routine. | Bottle design is very convenient. | Moisturizes well and feels refreshing. | Very affordable and effective product. | Too oily and sticky after use. | Texture is smooth and easy to apply.",Bean Inc,45,72,49,50,negative,2,Beauty
BE101185,Beauty Your 1185,842.1,"Texture is smooth and easy to apply. | Moisturizes well and feels refreshing. | Not suitable for sensitive skin. | Too oily and sticky after use. | Very affordable and effective product. | Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly. | Caused irritation on my skin. | Bottle design is very convenient. | Helped improve my skin glow. | Caused breakouts after a week. | Perfect for daily skincare routine.",Johnson Ltd,80,57,37,87,positive,83,Beauty
BE101186,Beauty Describe 1186,505.54,"Not suitable for sensitive skin. | Perfect for daily skincare routine. | Bottle design is very convenient. | Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Helped improve my skin glow. | Caused breakouts after a week. | Doesn’t last long, fades quickly. | Too oily and sticky after use. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Very affordable and effective product.","Freeman, Francis and Peters",86,70,73,56,neutral,61,Beauty
BE101187,Beauty Improve 1187,147.05,"Caused breakouts after a week. | Perfect for daily skincare routine. | Doesn’t last long, fades quickly. | Helped improve my skin glow. | Not suitable for sensitive skin. | Texture is smooth and easy to apply. | Fragrance is long-lasting and pleasant. | Very affordable and effective product. | Caused irritation on my skin. | Moisturizes well and feels refreshing. | Too oily and sticky after use.","Hall, Carroll and Stark",73,34,40,92,negative,36,Beauty
BE101188,Beauty Check 1188,244.02,"Caused breakouts after a week. | Not suitable for sensitive skin. | Helped improve my skin glow. | Fragrance is long-lasting and pleasant. | Moisturizes well and feels refreshing. | Doesn’t last long, fades quickly. | Very affordable and effective product. | Perfect for daily skincare routine. | Bottle design is very convenient. | Caused irritation on my skin. | Too oily and sticky after use. | Texture is smooth and easy to apply.",Miller and Sons,41,86,72,43,positive,94,Beauty
BE101189,Beauty End 1189,82.49,"Fragrance is long-lasting and pleasant. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Caused breakouts after a week. | Too oily and sticky after use. | Helped improve my skin glow. | Not suitable for sensitive skin. | Caused irritation on my skin.",Jackson Inc,45,83,35,96,neutral,63,Beauty
BE101190,Beauty Television 1190,114.35,"Texture is smooth and easy to apply. | Too oily and sticky after use. | Perfect for daily skincare routine. | Moisturizes well and feels refreshing. | Very affordable and effective product. | Helped improve my skin glow. | Fragrance is long-lasting and pleasant. | Caused breakouts after a week. | Doesn’t last long, fades quickly. | Bottle design is very convenient. | Not suitable for sensitive skin. | Caused irritation on my skin.","Hendricks, Garcia and Munoz",79,87,47,63,negative,10,Beauty
BE101191,Beauty Drop 1191,895.61,"Very affordable and effective product. | Caused breakouts after a week. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Not suitable for sensitive skin. | Perfect for daily skincare routine. | Helped improve my skin glow. | Caused irritation on my skin.","Moreno, Hall and Dominguez",58,24,23,60,positive,73,Beauty
BE101192,Beauty Professor 1192,271.83,"Bottle design is very convenient. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Too oily and sticky after use. | Moisturizes well and feels refreshing. | Caused breakouts after a week. | Texture is smooth and easy to apply. | Not suitable for sensitive skin. | Caused irritation on my skin. | Doesn’t last long, fades quickly.",Villa-Mcdonald,55,29,74,93,neutral,46,Beauty
BE101193,Beauty Debate 1193,488.89,"Not suitable for sensitive skin. | Bottle design is very convenient. | Very affordable and effective product. | Caused irritation on my skin. | Too oily and sticky after use. | Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Helped improve my skin glow. | Caused breakouts after a week. | Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine.",Williams Group,40,27,34,70,negative,18,Beauty
BE101194,Beauty Message 1194,899.06,"Helped improve my skin glow. | Caused breakouts after a week. | Too oily and sticky after use. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine. | Moisturizes well and feels refreshing. | Caused irritation on my skin. | Very affordable and effective product.",Perez-Ashley,60,31,83,61,positive,81,Beauty
BE101195,Beauty Address 1195,85.92,"Very affordable and effective product. | Not suitable for sensitive skin. | Too oily and sticky after use. | Perfect for daily skincare routine. | Helped improve my skin glow. | Caused breakouts after a week. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Doesn’t last long, fades quickly. | Moisturizes well and feels refreshing.",Peters and Sons,67,83,84,97,neutral,66,Beauty
BE101196,Beauty Back 1196,256.88,"Caused irritation on my skin. | Helped improve my skin glow. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Not suitable for sensitive skin. | Too oily and sticky after use. | Perfect for daily skincare routine. | Moisturizes well and feels refreshing. | Caused breakouts after a week. | Texture is smooth and easy to apply. | Very affordable and effective product.","Nelson, Johnson and Henry",45,78,35,59,negative,21,Beauty
BE101197,Beauty Without 1197,825.2,Caused breakouts after a week. | Texture is smooth and easy to apply. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Helped improve my skin glow. | Caused irritation on my skin. | Very affordable and effective product. | Moisturizes well and feels refreshing. | Perfect for daily skincare routine. | Not suitable for sensitive skin.,"Grant, Miller and Cross",82,86,39,67,positive,77,Beauty
BE101198,Beauty Authority 1198,362.15,Very affordable and effective product. | Bottle design is very convenient. | Helped improve my skin glow. | Fragrance is long-lasting and pleasant. | Not suitable for sensitive skin. | Texture is smooth and easy to apply. | Caused breakouts after a week. | Too oily and sticky after use. | Moisturizes well and feels refreshing. | Caused irritation on my skin.,"Pena, Poole and Smith",96,69,83,23,neutral,57,Beauty
BE101199,Beauty Reality 1199,281.29,"Too oily and sticky after use. | Caused breakouts after a week. | Moisturizes well and feels refreshing. | Caused irritation on my skin. | Doesn’t last long, fades quickly. | Bottle design is very convenient. | Not suitable for sensitive skin. | Very affordable and effective product. | Perfect for daily skincare routine. | Texture is smooth and easy to apply.",Cuevas-Guerrero,55,42,52,79,negative,16,Beauty
EL100000,Electronics And 0,687.65,"Exceeded my expectations, fantastic product. | Build quality feels cheap. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Compact design and very lightweight. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Performance is smooth and fast. | Great value for the price, highly recommend.",Stevens Inc,58,35,23,73,positive,81,Electronics
EL100001,Electronics Like 1,252.02,"Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Build quality feels cheap. | Very easy to set up and operate. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Display is sharp and vibrant.",Smith-Fisher,24,31,49,24,neutral,61,Electronics
EL100002,Electronics Street 2,85.32,"Stopped working after a few weeks. | Performance is smooth and fast. | Overheats quickly after continuous use. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth.",Miller-Jones,25,27,65,28,negative,20,Electronics
EL100003,Electronics Space 3,796.24,"Great value for the price, highly recommend. | Display is sharp and vibrant. | Performance is smooth and fast. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate.",Smith-Everett,33,40,46,53,positive,90,Electronics
EL100004,Electronics Until 4,643.58,"Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Great value for the price, highly recommend. | Build quality feels cheap. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Stopped working after a few weeks. | Poor sound quality, not satisfied.",Sloan-Nguyen,89,67,64,55,neutral,50,Electronics
EL100005,Electronics Then 5,709.36,"Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Very easy to set up and operate. | Build quality feels cheap. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting.","Krause, Johnston and Campbell",97,27,56,39,negative,13,Electronics
EL100006,Electronics Face 6,654.7,"Performance is smooth and fast. | Overheats quickly after continuous use. | Build quality feels cheap. | Stopped working after a few weeks. | Very easy to set up and operate. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product.",Allen LLC,31,47,28,100,positive,95,Electronics
EL100007,Electronics Brother 7,567.88,"Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Performance is smooth and fast. | Stopped working after a few weeks. | Display is sharp and vibrant. | Build quality feels cheap. | Exceeded my expectations, fantastic product.","Silva, Rodriguez and Duncan",81,99,80,82,neutral,58,Electronics
EL100008,Electronics Their 8,66.87,"Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Performance is smooth and fast. | Overheats quickly after continuous use. | Stopped working after a few weeks.","Dunn, Johnson and Travis",46,29,54,86,negative,12,Electronics
EL100009,Electronics Employee 9,256.2,"Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Display is sharp and vibrant. | Performance is smooth and fast. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend.",Gordon PLC,73,71,66,49,positive,95,Electronics
EL100010,Electronics Ago 10,428.37,"Build quality feels cheap. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Very easy to set up and operate. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied.",Fox-Marsh,31,34,40,88,neutral,42,Electronics
EL100011,Electronics Whether 11,458.98,"Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Performance is smooth and fast. | Build quality feels cheap.",Bennett-Dorsey,27,23,36,89,negative,38,Electronics
EL100012,Electronics Suddenly 12,138.04,"Poor sound quality, not satisfied. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Compact design and very lightweight.","Mack, Choi and Wolf",93,98,74,22,positive,97,Electronics
EL100013,Electronics Like 13,857.52,"Great value for the price, highly recommend. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Very easy to set up and operate. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant.",Ward-Shelton,35,81,25,68,neutral,68,Electronics
EL100014,Electronics Form 14,895.87,"Overheats quickly after continuous use. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Performance is smooth and fast. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Stopped working after a few weeks.",Thomas-Ford,71,23,54,61,negative,16,Electronics
EL100015,Electronics Morning 15,814.04,"Build quality feels cheap. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting.",Bailey-Miller,45,60,69,43,positive,86,Electronics
EL100016,Electronics However 16,741.76,"Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Compact design and very lightweight. | Very easy to set up and operate. | Display is sharp and vibrant.",Mccullough-Brown,27,92,56,63,neutral,60,Electronics
EL100017,Electronics Federal 17,388.52,"Performance is smooth and fast. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Very easy to set up and operate. | Compact design and very lightweight. | Great value for the price, highly recommend.",Lloyd Ltd,64,74,32,20,negative,11,Electronics
EL100018,Electronics Sort 18,623.5,"Very easy to set up and operate. | Great value for the price, highly recommend. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Compact design and very lightweight. | Stopped working after a few weeks. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product.",Young-Lang,100,47,44,73,positive,88,Electronics
EL100019,Electronics Include 19,113.38,"Poor sound quality, not satisfied. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Build quality feels cheap. | Display is sharp and vibrant. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Great value for the price, highly recommend.","Nelson, Garcia and Curry",38,66,20,71,neutral,42,Electronics
EL100020,Electronics Natural 20,468.82,"Great value for the price, highly recommend. | Build quality feels cheap. | Stopped working after a few weeks. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Very easy to set up and operate. | Overheats quickly after continuous use.","Aguilar, Vargas and Miller",36,28,68,55,negative,31,Electronics
EL100021,Electronics Song 21,775.19,"Performance is smooth and fast. | Very easy to set up and operate. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Poor sound quality, not satisfied.",Johnson-Wilcox,84,21,54,98,positive,96,Electronics
EL100022,Electronics Traditional 22,662.47,"Display is sharp and vibrant. | Build quality feels cheap. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Performance is smooth and fast. | Poor sound quality, not satisfied.",Smith-Gutierrez,48,86,72,57,neutral,44,Electronics
EL100023,Electronics Mother 23,84.57,"Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Build quality feels cheap.","Ward, Lee and House",33,67,71,63,negative,9,Electronics
EL100024,Electronics Traditional 24,630.19,"Very easy to set up and operate. | Stopped working after a few weeks. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Compact design and very lightweight. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied.",Nixon-Leblanc,36,88,73,66,positive,73,Electronics
EL100025,Electronics Than 25,748.91,"Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Very easy to set up and operate. | Stopped working after a few weeks. | Compact design and very lightweight. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Poor sound quality, not satisfied.","Brewer, Lee and Moore",32,93,95,48,neutral,51,Electronics
EL100026,Electronics Yard 26,995.32,"Compact design and very lightweight. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Performance is smooth and fast. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Display is sharp and vibrant.",Murphy-Waters,82,47,66,70,negative,2,Electronics
EL100027,Electronics Its 27,834.55,"Compact design and very lightweight. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Very easy to set up and operate. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Performance is smooth and fast. | Display is sharp and vibrant. | Build quality feels cheap.",Underwood-Fox,52,98,62,60,positive,91,Electronics
EL100028,Electronics Lead 28,204.26,"Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Performance is smooth and fast. | Compact design and very lightweight. | Very easy to set up and operate. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth.",Friedman-Pena,48,33,39,83,neutral,44,Electronics
EL100029,Electronics Would 29,879.04,"Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Overheats quickly after continuous use. | Build quality feels cheap. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Compact design and very lightweight. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Stopped working after a few weeks.",Hobbs Ltd,56,65,52,67,negative,16,Electronics
EL100030,Electronics To 30,787.4,"Very easy to set up and operate. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Compact design and very lightweight. | Build quality feels cheap. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Stopped working after a few weeks.",Goodwin-Gordon,65,32,35,96,positive,78,Electronics
EL100031,Electronics Later 31,463.01,"Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Very easy to set up and operate. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Build quality feels cheap. | Stopped working after a few weeks. | Battery life is excellent and long-lasting.",Lopez PLC,43,35,97,41,neutral,68,Electronics
EL100032,Electronics Reach 32,396.27,"Very easy to set up and operate. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Build quality feels cheap. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Performance is smooth and fast.",Hodge-Beck,33,59,26,36,negative,32,Electronics
EL100033,Electronics Live 33,151.68,"Build quality feels cheap. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Performance is smooth and fast. | Overheats quickly after continuous use. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Compact design and very lightweight.",Turner-Taylor,24,91,89,24,positive,86,Electronics
EL100034,Electronics Attack 34,342.32,"Battery life is excellent and long-lasting. | Very easy to set up and operate. | Overheats quickly after continuous use. | Build quality feels cheap. | Stopped working after a few weeks. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth.","Fisher, Nichols and Martin",72,100,40,80,neutral,47,Electronics
EL100035,Electronics Remain 35,614.07,"Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Very easy to set up and operate. | Build quality feels cheap. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Performance is smooth and fast. | Battery life is excellent and long-lasting.",Wilson-Santiago,49,49,55,25,negative,34,Electronics
EL100036,Electronics Game 36,714.52,"Battery life is excellent and long-lasting. | Build quality feels cheap. | Overheats quickly after continuous use. | Very easy to set up and operate. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend.",Carpenter and Sons,79,100,73,72,positive,95,Electronics
EL100037,Electronics Organization 37,646.04,"Compact design and very lightweight. | Performance is smooth and fast. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Build quality feels cheap. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Battery life is excellent and long-lasting.",Roberts PLC,92,84,38,100,neutral,53,Electronics
EL100038,Electronics Plant 38,73.22,"Great value for the price, highly recommend. | Display is sharp and vibrant. | Very easy to set up and operate. | Compact design and very lightweight. | Build quality feels cheap. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth.",Ellis-Martin,47,77,44,36,negative,28,Electronics
